,ICL Prompt,ZSL Prompt,Answer
50,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: U.S. Wins \$1.9 Million in Back Pay for Janitors The Department of Labor reached a settlement with a contractor for the Target Corporation had not paid overtime to hundreds of immigrant janitors who often worked seven nights a week.
Category: Business
News: Minaya Named Power Source for the Mets Fred Wilpon, the Mets' owner, on Thursday insisted that Omar Minaya would have 'full autonomy' as the team's new general manager and president of baseball operations.
Category: Sports
News: Tsvangirai to know his fate today The verdict in Zimbabwe #39;s treason trial of Morgan Tsvangirai is expected today. Tsvangirai, the leader of the opposition Movement for Democratic Change (MDC), faces a possible death penalty if found guilty.
Category: World
News: Liberty strike first to take series lead Elena Baranova scored 17 points to lead the New York Liberty over the Shock in Detroit last night in Game 1 of their first-round best-of-three series.
Category: Sports
News: Chelsea Takes Lead in Premier League (AP) AP - Chelsea became the new Premier League leader Saturday when it beat Everton 1-0 while Arsenal was held to a 1-1 tie at Crystal Palace.
Category: Sports
News: Kidnappers Release Robinho's Mother  SANTOS, Brazil (Reuters) - Kidnappers freed on Friday the  mother of Santos forward Robinho, one of Brazil's most talented  young players, 40 days after seizing her at gunpoint while she  was attending a barbecue.
Category: Sports
News:  But subsidy would remain until early next year, says Nduom The Minister of Energy, Dr. Paa Kwesi Nduom, has said government policy on the subsidy of ex-pump prices of petroleum products would remain unchanged 
Category: Business
News: Will you be fuming? Tough anti-smoking measures were introduced yesterday in the publication of the Government #39;s Public Health White Paper. Jamie Diffley takes a look at who it affects.
Category: World
News: Watch where you point that camera phone Consumer Electronics Association publishes guidelines for responsible use of cell phone cameras
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Watch where you point that camera phone Consumer Electronics Association publishes guidelines for responsible use of cell phone cameras
Category:",Technology
51,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Al Qaeda behind Kabul bombing A statement purported to be from al-Qaeda claimed responsibility today for a truck bomb which killed seven people, including two US citizens, in Kabul, and which was earlier claimed by the Taliban militia.
Category: World
News: Apple Remote Desktop 2.1 available (MacCentral) MacCentral - Apple Computer Inc. on Monday released an update for Apple Remote Desktop (ARD), the company's software solution to assist Mac system administrators and computer managers with asset management, software distribution and help desk support. ARD 2.1 includes several enhancements and bug fixes.
Category: Technology
News: NL Wrap: Johnson Fans 14 Mets as Arizona Snaps Slide  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the New York Mets on Sunday.
Category: Sports
News: IBM ThinkPads Get Biometric Access Tech IBM hopes to ease the minds of roving execs by adding yet another layer of security to its ThinkPad notebooks. Mirroring Microsoft #39;s  quot;biometrics for the desktop quot; move, IBM has added fingerprint readers to 
Category: Technology
News: Banks want BJ #39;s to pay for credit card fraud CHICAGO, Aug 17 (Reuters) - BJ #39;s Wholesale Club Inc. (BJ.N: Quote, Profile, Research) on Tuesday said credit card issuers want the retailer to reimburse them for up to \$16 million in fraudulent credit card charges and other costs stemming from a possible ...
Category: Business
News: Wal-Mart to Cut Prices After Poor Sales Wal-Mart Stores Inc. (WMT), the No. 1 US retailer, on Tuesday signaled it will cut prices in the weeks before Christmas after a strategy against deep discounts backfired on the first weekend of the holiday shopping season.
Category: Business
News: Hockey players reject NHL counteroffer BEIJING, Dec. 15 -- The National Hockey League has slipped closer towards losing - for the first time - a season to a labor dispute.
Category: Sports
News: In name game, Couples fills bill for most fans CROMWELL, Conn. -- If you're looking for players who are sitting high on the PGA Tour's money list, you won't find them at TPC River Highlands, where the Buick Championship gets under way today. At No. 26, Jerry Kelly (\$1,622,449) is the leading money winner in this week's stop. If you're looking for players who are sitting high on the ...
Category: Sports
News: Russia moves to ratify Kyoto climate accord Russia #39;s Cabinet approved the Kyoto Protocol on global warming yesterday, clearing the way for the worldwide adoption of the pact -- despite US opposition -- once the Russian parliament ratifies it as expected.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Russia moves to ratify Kyoto climate accord Russia #39;s Cabinet approved the Kyoto Protocol on global warming yesterday, clearing the way for the worldwide adoption of the pact -- despite US opposition -- once the Russian parliament ratifies it as expected.
Category:",World
52,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: No. 24 Maryland Beats Siena 73-52 (AP) AP - Shay Doron scored 21 points to lead No. 24 Maryland past Siena 73-52 on Sunday.
Category: Sports
News: Hawks sign free agent Jelani McCoy Atlanta, GA (Sports Network) - The Atlanta Hawks signed free agent forward/center Jelani McCoy on Monday and waived forward Anthony Miller.
Category: Sports
News: Telecom Italia CEO sees innovation in design and features of wireless devices  VENICE - One of Europe's biggest fixed-network operators is following the lead of its wireless counterparts in demanding a greater say in the design and service features of cordless phones and other wireless devices used in the home.
Category: Technology
News: Wellesley makes good in overtime In a game filled with numerous opportunities, it was easy to understand the delay in celebrating when the winning goal was finally scored.
Category: Sports
News: Google, 5 big libraries team to offer books Google Inc. has partnered with five of the world #39;s leading libraries, including those at Stanford and Harvard, to digitally scan their collections so that the books can be searched, and in many cases read, online free of charge.
Category: Technology
News: 5 'inside' directors quit Marsh board NEW YORK -- Embattled insurance broker Marsh  amp; McLennan Cos. said yesterday that five members of its board of directors -- all of them executives of the company -- are leaving the board.
Category: Business
News: Judge Approves a WorldCom Settlement A federal judge in New York has approved a \$2.6 billion settlement of a class-action lawsuit on behalf of more than 170,000 WorldCom investors who claimed they were defrauded by Citigroup.
Category: Business
News: India, Pakistan Leaders Hail New Chapter in Ties  NEW YORK (Reuters) - The leaders of India and Pakistan on  Friday hailed a new era in often-fraught relations between the  two nuclear rivals and agreed to study a joint pipeline project  and pursue solutions to the Kashmir conflict.
Category: World
News: Two Chinese engineers feared kidnapped in Pakistani tribal region DERA ISMAIL KHAN, Pakistan - Two Chinese engineers went missing Saturday in a remote Pakistani tribal region near the border with Afghanistan and may have been kidnapped, police said.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Two Chinese engineers feared kidnapped in Pakistani tribal region DERA ISMAIL KHAN, Pakistan - Two Chinese engineers went missing Saturday in a remote Pakistani tribal region near the border with Afghanistan and may have been kidnapped, police said.
Category:",World
53,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Schumacher and Ferrari have F1 in their grip PARIS (AFP) - The 2004 Formula One season was a case of one red car beating another red car as Michael Schumacher and Ferrari ran their rivals ragged.
Category: Sports
News: No. 24 Memphis Rolls Past St. Mary's 81-66 (AP) AP - Rodney Carney scored a career-high 33 points and Memphis ended the surprising tournament run of Saint Mary's with an 81-66 victory Thursday night in the semifinals of the Coaches vs. Cancer Classic.
Category: Sports
News: US troops closing in on central Fallujah There are reports that US troops and crack Iraqi soldiers have surged into rubble-strewn districts in the heart of Fallujah, seizing one third of the city after hours of street fighting with rebels.
Category: World
News: Greying Japan's centenarians total record 23,000 (AFP) AFP - The number of Japanese aged 100 or older is set to top 23,000 by the end of September, up 12 percent from a year earlier, in another sign of the nation's rapid transition to a greying society, officials said.
Category: World
News: Libraries Enter Digital Age Digital audio downloads save shelf space, and patrons don #39;t have to wait until a book is returned. Remember how exciting it was as a child to go into the library to fill out an application for your very own 
Category: Technology
News: Russian Government to Discuss Ratifying Kyoto (Reuters) Reuters - The Russian government will discuss\ratification of the Kyoto Protocol on Thursday, the government\press service said on Wednesday, in a sign Russia is finally\making up its mind to back the climate change pact.
Category: World
News: Whooping Cranes' Migration Interrupted (AP) AP - Wildlife researchers leading a flock of young whooping cranes south for the winter are warning people to stay out of their way after an apparently curious ultralight pilot disturbed the endangered birds.
Category: Technology
News: Business Glance CHICAGO - The governors of Illinois and Wisconsin on Monday launched the first state-sponsored program to help residents buy cheaper prescription drugs from Europe and Canada - despite federal laws banning prescription drug importation.
Category: Business
News: Calif. Quake Data Bringing New Insights (AP) AP - An unprecedented amount of data from a major Central California earthquake is generating new insight into how and where quakes strike, but hasn't improved scientists' ability to predict them.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Calif. Quake Data Bringing New Insights (AP) AP - An unprecedented amount of data from a major Central California earthquake is generating new insight into how and where quakes strike, but hasn't improved scientists' ability to predict them.
Category:",Technology
54,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Mariners fire Melvin after two seasons NOTES He indicated to reporters Sunday that he still wanted to manage the Mariners, but Melvin might get another chance elsewhere. Bavasi said he called an undisclosed club to suggest Melvin be considered for a managerial vacancy.
Category: Sports
News: Consumer Prices Up Modestly; Housing Dips WASHINGTON - Consumer prices rose by a modest 0.2 percent in September as a decline in prices for new cars and airline fares helped to temper a rise in costs for medical care, gasoline and fuel oil.    The rise in the Consumer Prices Index, the government's most closely watched inflation barometer, came after prices edged up by 0.1 percent in August, the Labor Department reported Tuesday...
Category: World
News: It #39;s not party time yet, Boston BOSTON - If this World Series comes down to a battle of sentiment and pathos, it ain #39;t even going to be close. The Red Sox, one senses, have became the people #39;s choice, the exceptions being jealous Cubs 
Category: Sports
News: ECB to intervene in euro market The European Central Bank and European finance ministers are unhappy with the Euro #39;s surge. To this end, they vowed to closely monitoring exchange rate swings.
Category: Business
News: The Terminator takes on Detroit Nine automakers, led by Toyota and General Motors, have sued to block California #39;s new greenhouse gas regulation, which would require a 30 percent cut in emissions from cars and trucks sold in the state by 2016.
Category: Business
News: German food retailer Spar sells 50-pct stake in Netto discount to ITM (AFP) AFP - Spar, Germany's eighth-biggest food supermarket chain, plans to sell a 50-percent stake in its discount arm Netto to its French parent company ITM Entreprises, Spar's new chairman Stephan Schelo said in a newspaper interview.
Category: Business
News: U.S. Death Toll in Iraq Reaches Grim Milestone  WASHINGTON (Reuters) - The American death toll in Iraq  topped 1,000 on Tuesday nearly 18 months after President Bush  launched the war that has become a central issue in the  November U.S. presidential elections.
Category: World
News: Google IPO: Type in 'confusing,' 'secrecy' I've submitted my bid to buy shares of Google Inc. in the computer search company's giant auction-style initial public offering. That could turn out to be the good news or the bad news.
Category: Business
News: Big Dig Leaks Worse Than Thought Leaks in the Big Dig highway tunnel system under downtown Boston are more widespread than officials have acknowledged, and a new state report suggests tens of millions of dollars 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Big Dig Leaks Worse Than Thought Leaks in the Big Dig highway tunnel system under downtown Boston are more widespread than officials have acknowledged, and a new state report suggests tens of millions of dollars 
Category:",Business
55,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Search Wars: Google, Snap, Amazon Arm for Battle The Google book-search move may contain the most intrigue, both because of the company #39;s place at the top of the search hierarchy and because it appears to be targeting the core business of 
Category: Technology
News: AMD talks up hybrid flash memory design Advanced Micro Devices Inc. (AMD) plans to develop flash memory chips that blend the best characteristics of the two dominant flash memory architectures, the company announced.
Category: Technology
News: Kerry says Bush trying to shift topic Democrat John Kerry said Tuesday that President Bush  #39; #39;didn #39;t talk reality at the United Nations #39; #39; and pressed him to answer questions about policies that Kerry said have made Iraq a violent mess.
Category: World
News: Mystic crocodiles draw thousands of devotees in southern Pakistan (AFP) AFP - Crocodiles with huge teeth-filled mouths lie in the sand and slap their snouts on the edge of sulfur springs, greeting worshippers who journey to the Mango Pir shrine on the outskirts of Pakistan's volatile port city Karachi.
Category: World
News: Phone Vendors Team Up To Deliver Mobile TV (NewsFactor) NewsFactor - Five of the world's top mobile-phone manufacturers are joining forces on\the delivery of TV broadcasts to handsets, opening yet another\opportunity for content providers and hoping to drive demand for\next-generation wireless devices and services.
Category: Technology
News: Women take a shine to video games The makers of video games need acknowledge that women like to buy and play games, says a study.
Category: Technology
News: G7 Finance Chiefs Mull Oil  WASHINGTON (Reuters) - Worried soaring oil prices could  hurt the best global prospects in years, finance chiefs from  wealthy nations met on Friday to try to work out what lay  behind the surge and how to buffer the economic expansion.
Category: Business
News: Boller prevails, but Garcia wins on style points Except to say, they are the team now enjoying Chris Gardocki #39;s work as a punter, no? Until this special-teams game of seesaw between division pretenders teetered Baltimore #39;s way on a downed punt at the Browns 
Category: Sports
News: Hurricanes are in a euphoric state ATLANTA -- Miami center Joel Rodriguez walked across the confetti-covered field carrying the Peach Bowl trophy, hugging teammates and waving to fans.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Hurricanes are in a euphoric state ATLANTA -- Miami center Joel Rodriguez walked across the confetti-covered field carrying the Peach Bowl trophy, hugging teammates and waving to fans.
Category:",Sports
56,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Wonder Bread maker files Chapter 11 Interstate Bakeries Corp., parent company of the Wonder Bread plant in downtown Columbus, on Wednesday filed for Chapter 11 bankruptcy protection.
Category: Business
News: Man sues Brigham and Women's over death of his wife The widower of a woman who died at Brigham  amp; Women's Hospital while delivering her first child is suing the hospital, alleging that doctors accidentally damaged at least two arteries during the emergency delivery, then disregarded signs that she was bleeding to death.
Category: Business
News: Crude Oil Prices Climb to Record Before US Inventory Report Aug. 18 (Bloomberg) -- Crude oil prices rose to a record in New York before a government report that #39;s expected to show the third straight weekly drop in US crude oil inventories. 
Category: Business
News: US fears Iranian influence in Iraqi elections Kicking off his country #39;s first democratic election campaign Wednesday, Interim Prime Minister Ayad Allawi declared his own candidacy, saying the country can handle the challenge.
Category: World
News: Survey Notes Rise in US Broadband Users The number of Americans who get on the Internet via high-speed lines has now equaled the number using dial-up connections. July measurements from Nielsen/NetRatings placed the broadband audience at 51 percent of the US online population at home.
Category: Technology
News: Champions League: Group F - Celtic make great point and round up From a British perspective the big story from Group F is that Celtic bow out of the Champions League after a 1-1 draw with Barcelona in the Nou Camp.
Category: Sports
News: Claria Cancels \$150 million IPO Claria Cancels \$150 million IPO\Contextual advertising and pop up company Claria Corp. has canceled plans for a \$150 million initial public offering due to ""current market conditions,"" it said in a regulatory filing on Wednesday.\\Claria, which filed its original prospectus in April of this year, had not disclosed the number ...
Category: Technology
News: Martha ink expert found not guilty In a major blow to Martha Stewart, the government ink expert who testified during her trial was found not guilty of perjury after less than two days of jury deliberations.
Category: Business
News: Other Comments (Forbes.com) Forbes.com - Governments react differently to acts of terror. President Bush took the war against terror on the offensive, to Afghanistan and Iraq. In Spain, the newly elected government chose to react to the Madrid train bombings with appeasement, withdrawing Spanish troops from Iraq. In Russia, President Vladimir Putin has reacted to the Beslan school massacre by taking yet another step in centralizing political power in the Kremlin. ...
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Other Comments (Forbes.com) Forbes.com - Governments react differently to acts of terror. President Bush took the war against terror on the offensive, to Afghanistan and Iraq. In Spain, the newly elected government chose to react to the Madrid train bombings with appeasement, withdrawing Spanish troops from Iraq. In Russia, President Vladimir Putin has reacted to the Beslan school massacre by taking yet another step in centralizing political power in the Kremlin. ...
Category:",Business
57,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Hodge to tour but Clarke favoured BRAD HODGE was not waiting to be asked if he would be included in the Australian Test team. He got on the front foot and made the call himself.
Category: Sports
News: Colombia Captures 'Chancellor' of FARC Rebel Group  BOGOTA, Colombia (Reuters) - The chief of international  relations for Colombia's biggest leftist rebel group, who once  sought support from Libyan leader Muammar Gaddafi, was arrested  after a months-long manhunt, police said on Wednesday.
Category: World
News: Youzhny ends title drought ST PETERSBURG, Oct. 31. - Russias Mikhail Youzhny overwhelmed Karol Beck of Slovakia 6-2, 6-2 here today in the final of the one-milliondollar ATP tournament to record his first title win of the season.
Category: Sports
News: Tauzin to Head Pharmaceutical Lobbying Group Retiring Rep. Billy Tauzin will become head of the pharmaceutical industry's top lobbying group next month after leaving his post as head of the House committee that regulates the pharmaceutical industry.
Category: Business
News: Siebel releases flood of BI applications Capitalizing on the current trend within the enterprise to reduce the number of applications to support, Siebel Systems on Monday unveiled a package of business analytics solutions that can be deployed by IT as both extensions to current CRM applications or as stand-alone programs.
Category: Technology
News: Expedition 10 Crew Successfully Launches Into Space (SPACE.com) SPACE.com - A fresh space station crew and one visiting cosmonaut are on\their way to the International Space Station (ISS) after their Soyuz rocket\pierced the skies above Kazakhstan during a flawless launch today.
Category: Technology
News: I Love Firefox But Can #39;t Escape Explorer If I want to use the online banking services, I have to use IE. Why? No good reason I can fathom. Heaven knows IE isn #39;t more secure than Firefox (oh, were it so!
Category: Technology
News: The Limits Of Tolerance A filmmaker is shot and stabbed to death in broad daylight on the edge of a city park. Streets fill with tens of thousands of angry protesters.
Category: World
News: HP, Brocade hook up for integrated servers Hewlett-Packard on Thursday announced that it will integrate Brocade Communication's SAN switching capability into its HP BladeSystem architecture.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;11714255;9651165;g?http://infoworld.com/spotlights/sbc/main.html?lpid0101035400730403idlp""&gt;SBC Datacomm White Paper&lt;/a&gt;&lt;br/&gt;Find out how Crate   Barrel expects to save \$180,000 by moving to VoIP, compared to a traditional PBX.&lt;/p&gt;
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: HP, Brocade hook up for integrated servers Hewlett-Packard on Thursday announced that it will integrate Brocade Communication's SAN switching capability into its HP BladeSystem architecture.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;11714255;9651165;g?http://infoworld.com/spotlights/sbc/main.html?lpid0101035400730403idlp""&gt;SBC Datacomm White Paper&lt;/a&gt;&lt;br/&gt;Find out how Crate   Barrel expects to save \$180,000 by moving to VoIP, compared to a traditional PBX.&lt;/p&gt;
Category:",Technology
58,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Drug Addict Drifter Who Murdered Backpacker Caroline Jailed for &lt;b&gt;...&lt;/b&gt; A drug addicted drifter was today starting a life sentence after he was found guilty of murdering British backpacker Caroline Stuttle in Australia.
Category: World
News: Tokyo's Nikkei Average Rises 0.54 Percent  TOKYO (Reuters) - Tokyo's Nikkei average rose 0.54 percent  by late afternoon on Wednesday after revised figures on  Japanese economic growth, while sluggish, came in better than  some had feared and the yen edged down against the dollar.
Category: Business
News: Real sells 3m tracks at a loss Media software firm RealNetworks says it sold more than three million tracks thanks to an aggressive three-week price promotion in the US.
Category: Technology
News: OPEC Producers Vow To Raise Oil Production Saudi Arabia #39;s Oil Minister Ali Naimi said the kingdom has raised its capacity to 11 million barrels per day. Kuwait #39;s Oil Minister Sheikh Ahmad Fahad Al Sabah called on OPEC 
Category: Business
News: Infineon pleads guilty of DRAM price fixing; to pay \$160mn fine LONDON, September 16 (New Ratings) - Infineon Technologies (IFX.ETR) has agreed to plead guilty and to pay a fine of \$160 million to settle the federal charges of participating in an international conspiracy of DRAM price fixing.
Category: Business
News: Christmas Tree Farms in Fairfield County - Choose or Cut Your Own! The use of evergreens as a symbol and celebration of life during Winter Solstice celebrations started in ancient Roman and Egyptian times.
Category: Business
News: Russia in shock as hostage drama follows suicide blast MOSCOW, Russia -- Russia was in shock Wednesday as an armed group took more than 200 people hostage at a school near Chechnya just hours after a suicide bomber killed 11 people and injured dozens outside a busy Moscow subway station.
Category: World
News: Novell rejoins desktop fight, with Linux as ally Looking to tap into discontent with Microsoft, Novell is set to deliver this week a package of Linux-based software for the PC that includes Office-like productivity applications, along with e-mail and Web browsing programs.
Category: Technology
News: Google offers a suggestion Google has launched a new feature that tries to guess what users are looking for as they type queries into its search box. Google Suggest was quietly launched this week in the company #39;s Labs site, which showcases 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Google offers a suggestion Google has launched a new feature that tries to guess what users are looking for as they type queries into its search box. Google Suggest was quietly launched this week in the company #39;s Labs site, which showcases 
Category:",Technology
59,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: General warns his troops Israel #39;s chief of staff has called for the army to examine its conduct following allegations that soldiers carried out an execution-style killing of an unarmed Palestinian militant in the West Bank.
Category: World
News: Watching Bush and Putin THE 59th session of the UN General Assembly got underway in New York yesterday amid growing anxieties over grinding poverty faced by billions of souls and the fuel it provides for terrorism 
Category: World
News: VoIP provider fears predatory practices To a large degree, the concerns of Net phone provider Nuvio illustrate how the industry has become politically divided.
Category: Technology
News: UN puts arms ban on Ivory Coast  quot;Do you think I am going to leave my country with no air defence? quot; Gbagbo said in an interview on. siding with the rebels in drafting the council text.
Category: World
News: Montoya bows out of Williams with Brazil victory Juan Pablo Montoya finnished his four years with Williams in style as he won the season-ending Brazilian GP at Interlagos. The Colombian, who joins rivals McLaren next season 
Category: Sports
News: 5 charged with bidto kill president NIGERIA LAGOS -- The Nigerian government yesterday disclosed a foiled coup plot, charging four military officers and a civilian with conspiring to topple the government by shooting down a helicopter carrying President Olusegun Obasanjo. Major Hamza al-Mustapha, former chief of personal security to the late military dictator General Sani Abacha, and four others, were each charged with two counts of ...
Category: World
News: Carr helps BU drive past URI Chaz Carr scored 25 points to lead Boston University to a 73-68 win over Rhode Island last night in a nonconference game at Kingston, R.I.
Category: Sports
News: WRAPUP 4-US jobless claims rise on back of hurricane The ranks of Americans filing for initial unemployment compensation rose more than expected last week, swelled in part by the devastation wrought by Hurricane Charley, the government said on Thursday.
Category: Business
News: 1st lawsuit filed against instant-message spam WASHINGTON, Washington, United States of America -- The first known lawsuit against instant-message spam, sometimes called spim, was announced by America Online as part of a campaign to stem unwanted computer messages.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: 1st lawsuit filed against instant-message spam WASHINGTON, Washington, United States of America -- The first known lawsuit against instant-message spam, sometimes called spim, was announced by America Online as part of a campaign to stem unwanted computer messages.
Category:",Technology
60,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Microsoft lets governments into Office com September 19, 2004, 3:00 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.
Category: Business
News: Intel plans faster bus for Pentium 4 Extreme Edition Increasing front-side bus speed from 800 to 1,066 MHz addresses crucial bottleneck in system performance.
Category: Technology
News: Stocks sink on profit taking The Dow Jones industrial average fell 106 points to 10,440. Decliners on the New York Stock Exchange outnumbered advancers by a three-to-one margin.
Category: Business
News: Russia Growls as Olympics Crowd Judges the Judges  ATHENS (Reuters) - Judges were in the firing line at the  Athens Games Tuesday after angry gymnastics fans mutinied and  Russia drafted a fierce protest to Olympics bosses.
Category: Sports
News: CA intros usage pricing for mainframes It has been a busy few days at Computer Associates (CA) as the company first announced the acquisition of Netegrity and has now released details of a new licensing schema for its large portfolio of mainframe software.
Category: Technology
News: Blair: Don #39;t write people off at 65 The Prime Minister has waded into the pensions crisis by calling for people not to be  quot;written off quot; at the age of 65. He was speaking ahead of a long-awaited official report which is expected to show a multi 
Category: Business
News: US-led coalition denies airstrikes in western Afghanistan (AFP) AFP - The US military denied reports that the coalition in Afghanistan had launched air strikes to quell fighting in the west of the country.
Category: World
News: Corporate Tax Bill Nears Final Approval (AP) AP - Supporters of a major rewrite of corporate tax law are optimistic they will be able to complete congressional action this week on legislation needed to end a bitter trade fight with Europe and shower  #36;130 billion in new tax breaks on businesses.
Category: World
News: Hunt for Balkan war criminals  #39;likely to fail #39; British defence officials conceded yesterday that military action to bring Serb and Croat war crimes suspects to trial would probably fail because of the sophisticated support network surrounding them.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Hunt for Balkan war criminals  #39;likely to fail #39; British defence officials conceded yesterday that military action to bring Serb and Croat war crimes suspects to trial would probably fail because of the sophisticated support network surrounding them.
Category:",World
61,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Hacking pleads not guilty in killing of wife in July SALT LAKE CITY - Mark Hacking pleaded not guilty yesterday to murder in the death of his wife, Lori, whose remains were found in a landfill weeks after her disappearance.
Category: Technology
News: Update 1: Camden Property to Buy Summit Properties Camden Property Trust has agreed to buy Summit Properties Inc., a rival owner of upscale apartments, for about \$1.1 billion. The two real-estate investment trusts Monday said the merger creates the country #39;s 
Category: Business
News: Web loss causes psychological problems PEOPLE WHO who lose their web connection suffer from withdrawal and feelings of loss, frustration, and disconnectedness, according to a report released by Yahoo.
Category: Technology
News: American Account: Irwin Stelzer: Crackdown by Spitzer doesnt go &lt;b&gt;...&lt;/b&gt; JUST when the financial-services industry thought it had made peace with New Yorks attorney-general, Eliot Spitzer showed that his battle with the investment banks had whetted rather than sated his appetite for combat.
Category: Business
News: Lakers' Bryant Would Apologize to Shaq (AP) AP - Lakers star Kobe Bryant wants to apologize to former teammate Shaquille O'Neal for mentioning his name during a police interview last year.
Category: Sports
News: After delays, 3-D memory chips get closer to market Matrix Semiconductor Inc. is shipping samples of a new, cheaper memory chip that has been delayed by technological problems for nearly two years, the company said Friday.
Category: Technology
News: Moss, Owens battle on Monday night stage BRISTOL, Connecticut (Ticker) - Two of the NFL #39;s best receivers go head-to-head on the national stage Monday night when Terrell Owens and the Philadelphia Eagles host Randy Moss and the Minnesota Vikings.
Category: Sports
News: Sprint, Nextel exploring merger; 40 million subscribers involved Nextel Communications and Sprint are negotiating a possible merger, according to a source familiar with the discussions. It was not clear how far the talks had progressed, and 
Category: Business
News: 9 years for spammer Jaynes p2pnet.net News:- Spammer Jeremy Jaynes, aka Gaven Stubberfield, had the distinction of being the first spammer to be charged under Virginia #39;s antispam law.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: 9 years for spammer Jaynes p2pnet.net News:- Spammer Jeremy Jaynes, aka Gaven Stubberfield, had the distinction of being the first spammer to be charged under Virginia #39;s antispam law.
Category:",Technology
62,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Disney board goes shopping for a CEO Los Angeles - Walt Disney #39;s board of directors on Tuesday said it will consider both external and internal candidates to replace outgoing chief executive Michael Eisner, and that it plans to find a successor by June 2005.
Category: Business
News: Smart Web Changes World The Gartner-sponsored ITXpo symposium in France sets itself to identify long-term technology trends that are altering sectors like travel, marketing and investing. More web-enabled mobile devices and a smarter internet are key players.
Category: Business
News: PalmSource unveils smartphone operating system PalmSource has completed development of Palm Cobalt, the first version of its handheld operating system designed specifically for smartphones.
Category: Business
News: Dollar Continues Slide Vs Euro  LONDON (Reuters) - The dollar slid back toward last week's  record low against the euro on Monday after a weekend meeting  of world finance chiefs ended with no agreement to stem the  greenback's decline.
Category: Business
News: In a world of scandals, core values still resonate Inside a Torrance, Calif., collection agency, workers sit at cubicles and call people who are behind on their debts. On the wall is a 10-foot diagram of former UCLA basketball coach John Wooden's Pyramid of Success.
Category: Business
News: ESPN to enter US mobile market SAN FRANCISCO - The sports media company ESPN will introduce a branded mobile service and cell phones next year in the U.S., becoming the latest in a growing number of companies entering the mobile market on the strength of established audiences.
Category: Technology
News: OutKast Now Have A Digital Platinum Record To Hang On Their Wall The Recording Industry Association Of America (RIAA) has been suing people left, right and centre for illegal downloading, but now theyve taken a more positive action toward supporting legit downloading services.
Category: Technology
News: Space Station crew heads home THE Russian and US crew of the International Space Station were due to land back on earth in the early hours of this morning. The astronauts were set to hurtle back to Earth inside a Russian space capsule, ending their six-month mission.
Category: Technology
News: British Airways profits soar British Airways today reported further progress in its recovery as it made a half-year pre-tax profit of 335m, but said higher fuel costs remained a concern.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: British Airways profits soar British Airways today reported further progress in its recovery as it made a half-year pre-tax profit of 335m, but said higher fuel costs remained a concern.
Category:",Business
